date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Última fecha de actualización de datos,Fecha de la ultima vacuna registrada,source_name,source
4/1/21,Galicia,,,,,,37555,9124.0,0.2429503395020636,,,,2/1/21,2/1/21,Ministerio de Sanidad - Vacuna Covid 30,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,La Rioja,,,,,,5915,324.0,0.0547759932375317,,,,31/12/20,31/12/20,Ministerio de Sanidad - Vacuna Covid 31,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,Madrid,,,,,,89040,2883.0,0.0323787061994609,,,,3/1/21,3/1/21,Ministerio de Sanidad - Vacuna Covid 32,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,Murcia,,,,,,25685,442.0,0.0172084874440334,,,,4/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 33,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,Navarra,,,,,,6975,1583.0,0.2269534050179211,,,,4/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 34,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,País Vasco,,,,,,31605,396.0,0.0125296630280018,,,,2/1/21,2/1/21,Ministerio de Sanidad - Vacuna Covid 35,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,Ceuta,,,,,,1005,380.0,0.3781094527363184,,,,31/12/20,31/12/20,Ministerio de Sanidad - Vacuna Covid 36,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,Melilla,,,,,,1005,207.0,0.2059701492537313,,,,30/12/20,30/12/20,Ministerio de Sanidad - Vacuna Covid 37,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
4/1/21,Totales,,,,,,718575,82834.0,0.1152753713947743,,,,,,Ministerio de Sanidad - Vacuna Covid 38,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion.pdf
5/1/21,Andalucía,,,,,,140295,40263.0,0.2869881321501122,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 19,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Aragón,,,,,,23715,2985.0,0.1258697027197975,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 20,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Asturias,,,,,,23720,12929.0,0.5450674536256324,,,,5/1/21,5/1/21,Ministerio de Sanidad - Vacuna Covid 21,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Baleares,,,,,,12840,2656.0,0.2068535825545171,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 22,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Canarias,,,,,,27660,5857.0,0.2117498192335502,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 23,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Cantabria,,,,,,11850,601.0,0.05071729957805901,,,,5/1/21,5/1/21,Ministerio de Sanidad - Vacuna Covid 24,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Castilla y Leon,,,,,,51390,16430.0,0.3197120062268924,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 25,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Castilla La Mancha,,,,,,35550,4092.0,0.1151054852320675,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 26,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Cataluña,,,,,,120545,11191.0,0.0928366999875565,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 27,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,C. Valenciana,,,,,,61225,8586.0,0.1402368313597386,,,,5/1/21,5/1/21,Ministerio de Sanidad - Vacuna Covid 28,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Extremadura,,,,,,21725,1806.0,0.0831300345224395,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 29,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Galicia,,,,,,37555,12012.0,0.3198508853681267,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 30,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,La Rioja,,,,,,5915,585.0,0.0989010989010989,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 31,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Madrid,,,,,,98790,5335.0,0.054003441643891,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 32,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Murcia,,,,,,25685,4949.0,0.192680552851859,,,,5/1/21,5/1/21,Ministerio de Sanidad - Vacuna Covid 33,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Navarra,,,,,,11850,2651.0,0.2237130801687763,,,,5/1/21,5/1/21,Ministerio de Sanidad - Vacuna Covid 34,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,País Vasco,,,,,,31605,5553.0,0.1757000474608448,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 35,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Ceuta,,,,,,1005,517.0,0.5144278606965174,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 36,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Melilla,,,,,,1005,341.0,0.3393034825870646,,,,5/1/21,4/1/21,Ministerio de Sanidad - Vacuna Covid 37,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
5/1/21,Totales,,,,,,743925,139339.0,0.1873024834492724,,,,5/1/21,,Ministerio de Sanidad - Vacuna Covid 38,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210105.xlsx
7/1/21,Andalucía,,,,,,140295,53934.0,0.3844328023094194,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 38,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Aragón,,,,,,23715,6186.0,0.2608475648323846,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 39,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Asturias,,,,,,23720,14406.0,0.6073355817875211,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 40,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Baleares,,,,,,12840,3190.0,0.2484423676012461,,,,,5/1/21,Ministerio de Sanidad - Vacuna Covid 41,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Canarias,,,,,,27660,7330.0,0.2650036153289949,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 42,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Cantabria,,,,,,11850,1564.0,0.1319831223628692,,,,,7/1/21,Ministerio de Sanidad - Vacuna Covid 43,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Castilla y Leon,,,,,,51390,22103.0,0.4301031329052345,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 44,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Castilla La Mancha,,,,,,35550,7666.0,0.2156399437412095,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 45,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Cataluña,,,,,,120545,24515.0,0.20336803683271806,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 46,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,C. Valenciana,,,,,,61225,11677.0,0.1907227439771335,,,,,7/1/21,Ministerio de Sanidad - Vacuna Covid 47,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Extremadura,,,,,,21725,3309.0,0.1523130034522439,,,,,5/1/21,Ministerio de Sanidad - Vacuna Covid 48,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Galicia,,,,,,37555,20265.0,0.5396085740913327,,,,,7/1/21,Ministerio de Sanidad - Vacuna Covid 49,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,La Rioja,,,,,,5915,858.0,0.145054945054945,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 50,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Madrid,,,,,,98790,11337.0,0.1147585788035226,,,,,7/1/21,Ministerio de Sanidad - Vacuna Covid 51,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Murcia,,,,,,25685,7287.0,0.2837064434494841,,,,,7/1/21,Ministerio de Sanidad - Vacuna Covid 52,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Navarra,,,,,,11850,2960.0,0.249789029535865,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 53,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,País Vasco,,,,,,31605,7734.0,0.2447081158044613,,,,,6/1/21,Ministerio de Sanidad - Vacuna Covid 54,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Ceuta,,,,,,1005,576.0,0.573134328358209,,,,,5/1/21,Ministerio de Sanidad - Vacuna Covid 55,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Melilla,,,,,,1005,426.0,0.4238805970149253,,,,,5/1/21,Ministerio de Sanidad - Vacuna Covid 56,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
7/1/21,Totales,,,,,,743925,207323.0,0.2786880397889572,,,,,,Ministerio de Sanidad - Vacuna Covid 57,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210107.ods
8/1/21,Andalucía,,,,,,140295,69445.0,0.4949926939662853,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Aragón,,,,,,23715,9944.0,0.4193126713050811,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Asturias,,,,,,23720,17843.0,0.7522344013490725,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Baleares,,,,,,12840,4257.0,0.3315420560747663,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Canarias,,,,,,27660,9572.0,0.346059291395517,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Cantabria,,,,,,11850,2334.0,0.1969620253164557,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Castilla y Leon,,,,,,51390,28325.0,0.551177271842771,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Castilla La Mancha,,,,,,35550,12380.0,0.3482419127988748,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Cataluña,,,,,,120545,38826.0,0.3220871873574183,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,C. Valenciana,,,,,,61225,15965.0,0.2607594936708861,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Extremadura,,,,,,21725,4727.0,0.2175834292289988,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Galicia,,,,,,37555,24750.0,0.6590334176541073,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,La Rioja,,,,,,5915,1674.0,0.2830092983939137,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Madrid,,,,,,98790,14152.0,0.1432533657252758,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Murcia,,,,,,25685,8958.0,0.3487638699630134,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Navarra,,,,,,11850,3703.0,0.3124894514767932,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,País Vasco,,,,,,31605,9811.0,0.3104255655750672,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Ceuta,,,,,,1005,637.0,0.6338308457711442,,,,,7/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Melilla,,,,,,1005,673.0,0.6696517412935323,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
8/1/21,Totales,,,,,,743925,277976.0,0.373661323386094,,,,,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210108.ods
11/1/21,Andalucía,,,,,,140295,81387.0,0.5801133326205495,,,,,9/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Aragón,,,,,,23715,10998.0,0.4637571157495256,,,,,9/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Asturias,,,,,,23720,18943.0,0.7986087689713323,,,,,9/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Baleares,,,,,,12840,4652.0,0.3623052959501557,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Canarias,,,,,,27660,13607.0,0.4919378163412871,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Cantabria,,,,,,11850,8474.0,0.7151054852320675,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Castilla y Leon,,,,,,51390,36205.0,0.7045144969838492,,,,,10/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Castilla La Mancha,,,,,,35550,19209.0,0.5403375527426161,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Cataluña,,,,,,120545,68405.0,0.5674644323696545,,,,,10/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,C. Valenciana,,,,,,61225,45674.0,0.7460024499795835,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Extremadura,,,,,,21725,9303.0,0.4282163406214039,,,,,10/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Galicia,,,,,,37555,30418.0,0.8099587272001065,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,La Rioja,,,,,,5915,3457.0,0.5844463229078614,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Madrid,,,,,,98790,24897.0,0.2520194351655025,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Murcia,,,,,,25685,10361.0,0.4033871909674907,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Navarra,,,,,,11850,5468.0,0.4614345991561181,,,,,10/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,País Vasco,,,,,,31605,13103.0,0.4145862996361335,,,,,10/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Ceuta,,,,,,1005,698.0,0.6945273631840796,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Melilla,,,,,,1005,832.0,0.8278606965174129,,,,,8/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
11/1/21,Totales,,,,,,743925,406091.0,0.5458762644083744,,,,,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210111.ods
12/1/21,Andalucía,,,,,,140295,94879.0,0.6762821198189529,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Aragón,,,,,,23715,11983.0,0.5052920092768289,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Asturias,,,,,,23720,22428.0,0.945531197301855,,,,,12/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Baleares,,,,,,12840,4835.0,0.3765576323987539,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Canarias,,,,,,27660,15328.0,0.5541576283441794,,,,,12/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Cantabria,,,,,,11850,9527.0,0.8039662447257384,,,,,12/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Castilla y Leon,,,,,,51390,41340.0,0.804436660828955,,,,,11/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
12/1/21,Castilla La Mancha,,,,,,35550,23342.0,0.6565963431786217,,,,,12/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210112.ods
